"importId";"code";"parent_code";"name";"accountType.technicalTypeSelect";"reconcileOk";"company.importId";"compatibleAccounts";"useForPartnerBalance";"isTaxAuthorizedOnMoveLine";"isTaxRequiredOnMoveLine";"commonPosition";"serviceType_code";"defaultTax.code"
668;619000;61;"Discounts, rebates and discounts on services obtained outside";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
669;62;"CL6";"Other external services";"view";;1;;;"true";"true";2;"NDAS";"N_D"
670;621000;62;"Personnel from outside the company";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
671;621100;621000;"Temporary Staff";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
672;621400;621000;"Staff seconded or loaned to the company";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
673;622000;62;"Intermediary fees and fees";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
674;622100;622000;"And brokerage commissions on purchase";"charge";;1;;;"true";"true";2;"COMM";"N_D"
675;622200;622000;"Commission and brokerage on sale";"charge";;1;;;"true";"true";2;"COMM";"N_D"
676;622400;622000;"Remuneration Freight";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
677;622500;622000;"Factoring Compensation";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
678;622600;622000;"Fees";"charge";;1;;;"true";"true";2;"HONO";"N_D"
679;622700;622000;"Legal fees and litigation";"charge";;1;;;"true";"true";2;"AREM";"N_D"
680;622800;622000;"Miscellaneous";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
681;623000;62;"Advertising, publishing, public relations";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
682;623100;623000;"Ads and inserts";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
683;623200;623000;"Samples";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
684;623300;623000;"Fairs and exhibitions";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
685;623400;623000;"Gifts to clients";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
686;623500;623000;"Rewards";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
687;623600;623000;"Catalogues and";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
688;623700;623000;"Publications";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
689;623800;623000;"Miscellaneous (tips, current grants ...)";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
690;624000;62;"Transport of goods and transport staff";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
691;624100;624000;"Transport on purchase";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
692;624200;624000;"Transport on sale";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
693;624300;624000;"Transport between facilities or sites";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
694;624400;624000;"Transportation Administrative";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
695;624700;624000;"Transport staff";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
696;624800;624000;"Miscellaneous";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
697;625000;62;"Travel missions and receptions";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
698;625100;625000;"Travel and transport";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
699;625500;625000;"Removal expenses";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
700;625600;625000;"Missions";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
701;625700;625000;"Receptions";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
702;626000;62;"Postage and telecommunication costs";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
703;627000;62;"Banking and related";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
704;627100;627000;"Fees on securities (purchase, sale, custody)";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
705;627200;627000;"Commissions and fees on debt issuance";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
706;627500;627000;"Charge effects";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
707;627600;627000;"Safe custody";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
708;627800;627000;"Other fees and commissions on services";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
709;628000;62;"Miscellaneous";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
710;628100;628000;"Various competitions (cotisations...)";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
711;628400;628000;"Staff recruitment costs";"charge";;1;;;"true";"true";2;"HONO";"N_D"
712;629000;62;"Discounts, rebates and discounts on other services obtained outside";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
713;63;"CL6";"Taxes and similar payments";"view";;1;;;"true";"true";2;"NDAS";"N_D"
714;631000;63;"Taxes on salaries and related payments (Tax Administration)";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
715;631100;631000;"Payroll tax";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
716;631200;631000;"Apprenticeship tax";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
717;631300;631000;"Employer participation in continuing vocational training";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
718;631400;631000;"Fee for non-mandatory investment in construction";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
719;631800;631000;"Other";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
720;633000;63;"Taxes on salaries and related payments (other agencies)";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
721;633100;633000;"Transport tax";"charge";;1;;;"true";"true";0;"NDAS";"N_D"
722;633200;633000;"Housing benefit";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
723;633300;633000;"Employer participation in continuing vocational training";"charge";;1;;;"true";"true";2;"HONO";"N_D"
724;633400;633000;"Employer participation in the construction effort";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
725;633500;633000;"Release calls entitlement to tax exemption learning";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
726;633800;633000;"Other";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
727;635000;63;"Other taxes, fees and similar payments (Tax Administration)";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
728;635100;635000;"Direct taxes (except income taxes)";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
729;635110;635100;"Business Tax";"charge";;1;;;"true";"true";0;"NDAS";"N_D"
730;635120;635100;"Property Taxes";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
731;635130;635100;"Other local taxes";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
732;635140;635100;"Tax on company vehicles";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
733;635200;635000;"Taxes on turnover not recoverable";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
734;635300;635000;"Indirect taxes";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
735;635400;635000;"Registration fees and stamp duty";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
736;635410;635400;"Transfer taxes";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
737;635800;635000;"Other rights";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
738;637000;63;"Other taxes, fees and similar payments (other agencies)";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
739;637100;637000;"Social solidarity contribution levied on companies to";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
740;637200;637000;"Fees charged by public international bodies";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
741;637400;637000;"Taxes due from abroad";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
742;637800;637000;"Miscellaneous taxes";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
743;64;"CL6";"Personnel expenses";"view";;1;;;"true";"true";2;"NDAS";"N_D"
744;641000;64;"Staff salaries";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
745;641100;641000;"Wages and salaries";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
746;641200;641000;"Paid vacation";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
747;641300;641000;"Bonuses and gratuities";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
748;641400;641000;"Fringe benefits";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
749;641500;641000;"FS";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
750;644000;64;"Remuneration for work of the operator";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
751;645;64;"Burdens of Social Security and Welfare";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
752;645100;645;"Contributions to URSSAF";"charge";;1;;;"true";"true";0;"NDAS";"N_D"
753;645200;645;"Contributions to mutual";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
754;645300;645;"Contributions to pension funds";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
755;645400;645;"Contributions to ASSEDIC";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
756;645800;645;"Contributions to other social agencies";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
757;646;64;"Personal social security contributions of the operator";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
758;647000;64;"Other social charges";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
759;647100;647000;"Direct benefits";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
760;647200;647000;"Payments to councils and school";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
761;647300;647000;"Payments to health committees and safety";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
762;647400;647000;"Payments to other social works";"charge";;1;;;"true";"true";0;"NDAS";"N_D"
763;647500;647000;"Occupational medicine";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
764;648000;64;"Other personnel expenses";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
765;65;"CL6";"Other current operating expenses";"view";;1;;;"true";"true";2;"NDAS";"N_D"
766;651000;65;"Fees for concessions, patents, licenses, trademarks, processes, software, similar rights and assets";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
767;651100;651000;"Patent Fees for concessions, licenses, trademarks, processes, software";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
768;651600;651000;"Copyright and reproduction";"charge";;1;;;"true";"true";2;"DAUT";"N_D"
769;651800;651000;"Other similar rights and assets";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
770;653000;65;"Attendance";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
771;654000;65;"Losses on bad debts";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
772;654100;654000;"Receivables for the year";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
773;654400;654000;"Prior years'claims";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
774;655000;65;"Assessed on income from joint ventures";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
775;655100;655000;"Share of profit transferred (Accounting Manager)";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
776;655500;655000;"Share of loss incurred (accounts of shareholders who are not managers)";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
777;658000;65;"Various routine administrative expenses";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
778;66;"CL6";"Financial charges";"view";;1;;;"true";"true";2;"NDAS";"N_D"
779;661000;66;"Interest expense";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
780;661100;661000;"Interest on loans and debts";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
781;661160;661100;"Interest on loans and similar debts";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
782;661170;661100;"Interest on debt related to investments";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
783;661500;661000;"Interest on current accounts and deposits payable";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
784;661600;661000;"Bank interest and financing activities (discount, ...)";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
785;661700;661000;"Interests of secured bonds";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
786;661800;661000;"Interests of other debts";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
787;661810;661800;"Interests in trade payables";"charge";;1;;;"true";"true";0;"NDAS";"N_D"
788;661880;661800;"Interests of various debt";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
789;664000;66;"Credit losses associated with investments";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
790;665000;66;"Discounts granted";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
791;666000;66;"Exchange losses";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
792;667000;66;"Net losses on sale of marketable securities";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
793;668000;66;"Other financial charges";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
794;67;"CL6";"Extraordinary expenses";"view";;1;;;"true";"true";2;"NDAS";"N_D"
795;671000;67;"Extraordinary expenses on management operations";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
796;671100;671000;"Penalties on markets (and forfeits paid on purchase and sale)";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
797;671200;671000;"Penalties, fines and criminal tax";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
798;671300;671000;"Donations,gifts";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
799;671400;671000;"Receivables become uncollectible in the year";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
800;671500;671000;"Subsidies";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
801;671700;671000;"Reminders of taxes (other than taxes on profits)";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
802;671800;671000;"Other extraordinary charges on transaction management";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
803;672000;67;"Prior period expenses (in-year only)";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
804;675000;67;"Carrying values of assets transferred";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
805;675100;675000;"Intangible assets";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
806;675200;675000;"Tangible assets";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
807;675600;675000;"Financial assets";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
808;675800;675000;"Other assets";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
809;678000;67;"Other extraordinary charges";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
810;678100;678000;"Malis from indexation clauses";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
811;678200;678000;"Lots";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
812;678300;678000;"Malis from the repurchase by the Company of shares and bonds issued by itself";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
813;678800;678000;"Various exceptional charges";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
814;68;"CL6";"Depreciation, amortization and provisions";"view";;1;;;"true";"true";2;"NDAS";"N_D"
815;681000;68;"expense";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
816;681100;681000;"Amortisation of intangible and tangible";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
817;681110;681100;"Intangible assets";"charge";;1;;;"true";"true";0;"NDAS";"N_D"
818;681120;681100;"Tangible assets";"charge";;1;;;"true";"true";0;"NDAS";"N_D"
819;681200;681000;"Amortisation of operating expenses to be apportioned";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
820;681500;681000;"Provisions for risks and expenses";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
821;681600;681000;"Allowances for impairment of intangible and tangible";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
822;681610;681600;"Intangible assets";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
823;681620;681600;"Tangible assets";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
824;681700;681000;"Provisions for impairment of assets";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
825;681730;681700;"Stocks and work in progress";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
826;681740;681700;"Claims";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
827;686000;68;"Amortisation, depreciation and provisions - financial charges";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
828;686100;686000;"Amortisation of premium on redemption of bonds";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
829;686500;686000;"Provisions for risks and expenses";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
830;686600;686000;"Depreciation and impairment of financial items";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
831;686620;686600;"Financial assets";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
832;686650;686600;"Marketable securities";"charge";;1;;;"true";"true";0;"NDAS";"N_D"
833;686800;686000;"Other allocations";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
834;687000;68;"Amortisation, depreciation and provisions - Extraordinary expenses";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
835;687100;687000;"Depreciation of fixed assets outstanding";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
836;687200;687000;"Regulated provisions (capital)";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
837;687250;687200;"Depreciation allowances";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
838;687300;687000;"Regulated provisions (stocks)";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
839;687400;687000;"Depreciation and other regulatory provisions";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
840;687500;687000;"Depreciation and exceptional items";"charge";;1;;;"true";"true";0;"NDAS";"N_D"
841;687600;687000;"Depreciation and impairment losses";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
842;69;"CL6";"Employee participation - income taxes and related";"view";;1;;;"true";"true";2;"NDAS";"N_D"
843;691000;69;"Employee profit participation";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
844;695000;69;"Income taxes";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
845;695100;695000;"Taxes due in France";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
846;695200;695000;"Additional contribution to profits tax";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
847;695400;695000;"Taxes due to foreign";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
848;696000;69;"Additional tax on companies related to distributions";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
849;697000;69;"Fixed annual tax of companies";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
850;698000;69;"Tax consolidation";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
851;698100;698000;"Tax consolidation - Expenses";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
852;698900;698000;"Tax consolidation - Products";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
853;699000;69;"Products, carry back losses";"charge";;1;;;"true";"true";2;"NDAS";"N_D"
854;70;"CL7";"Produced sale - Services - Merchandise";"view";;1;;;"true";"true";0;"NDAS";"N_C"
855;701000;70;"Sales of finished products";"income";;1;;;"true";"true";1;"NDAS";"N_C"
856;701200;701000;"Finished goods (or group) B";"income";;1;;;"true";"true";1;"NDAS";"N_C"
857;702000;70;"Sales of intermediate products";"income";;1;;;"true";"true";1;"NDAS";"N_C"
858;703000;70;"Sales of residual products";"income";;1;;;"true";"true";1;"NDAS";"N_C"
859;704000;70;"Works";"income";;1;;;"true";"true";1;"NDAS";"N_C"
860;704100;704000;"Class work (or activity) A";"income";;1;;;"true";"true";1;"NDAS";"N_C"
861;704200;704000;"Class work (or activity) B";"income";;1;;;"true";"true";1;"NDAS";"N_C"
862;705000;70;"Studies";"income";;1;;;"true";"true";1;"NDAS";"N_C"
863;706000;70;"Services";"income";;1;;;"true";"true";1;"NDAS";"N_C"
864;707000;70;"Merchandise Sales";"income";;1;;;"true";"true";1;"NDAS";"N_C"
865;707100;707000;"Goods (or group) A";"income";;1;;;"true";"true";1;"NDAS";"N_C"
866;707200;707000;"Goods (or group) B";"income";;1;;;"true";"true";1;"NDAS";"N_C"
867;707210;707200;"Sales of textile product";"income";;1;;;"true";"true";1;"NDAS";"N_C"
868;707300;707000;"Goods for export";"income";;1;;;"true";"true";1;"NDAS";"N_C"
869;708000;70;"Revenue from auxiliary activities";"income";;1;;;"true";"true";1;"NDAS";"N_C"
870;708100;708000;"Income from services operated in the interests of staff";"income";;1;;;"true";"true";1;"NDAS";"N_C"
871;708200;708000;"Commission and brokerage";"income";;1;;;"true";"true";1;"NDAS";"N_C"
872;708300;708000;"Various rentals";"income";;1;;;"true";"true";1;"NDAS";"N_C"
873;708400;708000;"Provision of staff charged";"income";;1;;;"true";"true";1;"NDAS";"N_C"
874;708500;708000;"Transportation and incidental costs charged";"income";;1;;;"true";"true";1;"NDAS";"N_C"
875;708600;708000;"Bonus on occasions of returnable packaging";"income";;1;;;"true";"true";1;"NDAS";"N_C"
876;708700;708000;"Bonuses and premiums obtained from customers on sale";"income";;1;;;"true";"true";1;"NDAS";"N_C"
877;708800;708000;"Other products activities (sale of supplies ...)";"income";;1;;;"true";"true";1;"NDAS";"N_C"
878;709000;70;"Discounts, rebates and discounts granted by the company";"income";;1;;;"true";"true";1;"NDAS";"N_C"
879;709100;709000;"- On sale of finished products";"income";;1;;;"true";"true";2;"NDAS";"N_C"
880;709200;709000;"- On sale of intermediate products";"income";;1;;;"true";"true";1;"NDAS";"N_C"
881;709400;709000;"- Work on";"income";;1;;;"true";"true";1;"NDAS";"N_C"
882;709500;709000;"- Studies on";"income";;1;;;"true";"true";1;"NDAS";"N_C"
883;709600;709000;"- On services";"income";;1;;;"true";"true";1;"NDAS";"N_C"
884;709700;709000;"- On sale of goods";"income";;1;;;"true";"true";1;"NDAS";"N_C"
885;709800;709000;"- Revenue from ancillary activities on";"income";;1;;;"true";"true";1;"NDAS";"N_C"
886;71;"CL7";"Stored production (or stocking)";"view";;1;;;"true";"true";2;"NDAS";"N_C"
887;713000;71;"Changes in inventories (in-progress, products)";"income";;1;;;"true";"true";1;"NDAS";"N_C"
888;713300;713000;"Change in stocks of goods production";"income";;1;;;"true";"true";1;"NDAS";"N_C"
889;713310;713300;"Products in";"income";;1;;;"true";"true";0;"NDAS";"N_C"
890;713350;713300;"Work in progress";"income";;1;;;"true";"true";0;"NDAS";"N_C"
891;713400;713000;"Change in stocks of service production";"income";;1;;;"true";"true";1;"NDAS";"N_C"
892;713410;713400;"Ongoing Studies";"income";;1;;;"true";"true";1;"NDAS";"N_C"
893;713450;713400;"Services being";"income";;1;;;"true";"true";1;"NDAS";"N_C"
894;713500;713000;"Change in product inventories";"income";;1;;;"true";"true";1;"NDAS";"N_C"
895;713510;713500;"Intermediates";"income";;1;;;"true";"true";1;"NDAS";"N_C"
896;713550;713500;"Finished Products";"income";;1;;;"true";"true";1;"NDAS";"N_C"
897;713580;713500;"Residual products";"income";;1;;;"true";"true";1;"NDAS";"N_C"
898;72;"CL7";"Capitalised production";"view";;1;;;"true";"true";1;"NDAS";"N_C"
899;721000;72;"Intangible assets";"income";;1;;;"true";"true";1;"NDAS";"N_C"
900;722000;72;"Tangible assets";"income";;1;;;"true";"true";1;"NDAS";"N_C"
901;74;"CL7";"Operating subsidies";"view";;1;;;"true";"true";2;"NDAS";"N_C"
902;75;"CL7";"Other products of daily management";"view";;1;;;"true";"true";2;"NDAS";"N_C"
903;751000;75;"Fees for concessions, patents, licenses, trademarks, processes, software, similar rights and assets";"income";;1;;;"true";"true";1;"NDAS";"N_C"
904;751100;751000;"Fees for concessions, patents, licenses, trademarks, processes, software";"income";;1;;;"true";"true";1;"NDAS";"N_C"
905;751600;751000;"Copyright and reproduction";"income";;1;;;"true";"true";1;"NDAS";"N_C"
906;751800;751000;"Other similar rights and assets";"income";;1;;;"true";"true";1;"NDAS";"N_C"
907;752000;75;"Revenue from property not used for professional activities";"income";;1;;;"true";"true";1;"NDAS";"N_C"
908;753000;75;"Fees and remuneration of directors, managers...";"income";;1;;;"true";"true";1;"NDAS";"N_C"
909;754000;75;"Levies collected from cooperatives (from surplus)";"income";;1;;;"true";"true";1;"NDAS";"N_C"
910;755000;75;"Assessments of results from joint ventures";"income";;1;;;"true";"true";1;"NDAS";"N_C"
911;755100;755000;"Share of loss transferred (Accounting Manager)";"income";;1;;;"true";"true";1;"NDAS";"N_C"
912;755500;755000;"Share of profits allocated (accounting for non-managing)";"income";;1;;;"true";"true";1;"NDAS";"N_C"
913;758000;75;"Miscellaneous current management";"income";;1;;;"true";"true";1;"NDAS";"N_C"
914;76;"CL7";"Financial Products";"view";;1;;;"true";"true";2;"NDAS";"N_C"
915;761000;76;"Income from investments";"income";;1;;;"true";"true";1;"NDAS";"N_C"
916;761100;761000;"Income on equity";"income";;1;;;"true";"true";1;"NDAS";"N_C"
917;761600;761000;"Income from other forms of participation";"income";;1;;;"true";"true";1;"NDAS";"N_C"
918;761700;761000;"Income from debt to equity investments";"income";;1;;;"true";"true";1;"NDAS";"N_C"
919;762000;76;"Income from other investments";"income";;1;;;"true";"true";1;"NDAS";"N_C"
920;762100;762000;"Fixed income securities";"income";;1;;;"true";"true";1;"NDAS";"N_C"
921;762600;762000;"Income from loans";"income";;1;;;"true";"true";1;"NDAS";"N_C"
922;762700;762000;"Revenue from long term receivables";"income";;1;;;"true";"true";1;"NDAS";"N_C"
923;763000;76;"Revenues from other receivables";"income";;1;;;"true";"true";1;"NDAS";"N_C"
924;763100;763000;"Revenue from trade debtors";"income";;1;;;"true";"true";1;"NDAS";"N_C"
925;763800;763000;"Revenue from miscellaneous claims";"income";;1;;;"true";"true";1;"NDAS";"N_C"
926;764000;76;"Income from securities investment";"income";;1;;;"true";"true";1;"NDAS";"N_C"
927;765000;76;"Discounts obtained";"income";;1;;;"true";"true";1;"NDAS";"N_C"
928;766000;76;"Foreign exchange gains";"income";;1;;;"true";"true";1;"NDAS";"N_C"
929;767000;76;"Net gains on sale of marketable securities";"income";;1;;;"true";"true";1;"NDAS";"N_C"
930;768000;76;"Other financial";"income";;1;;;"true";"true";1;"NDAS";"N_C"
931;77;"CL7";"Exceptional items";"view";;1;;;"true";"true";2;"NDAS";"N_C"
932;771000;77;"Extraordinary income on management operations";"income";;1;;;"true";"true";1;"NDAS";"N_C"
933;771100;771000;"Forfeits and penalties levied on purchase and sale";"income";;1;;;"true";"true";1;"NDAS";"N_C"
934;771300;771000;"Donations received";"income";;1;;;"true";"true";1;"NDAS";"N_C"
935;771400;771000;"Bad debt written off";"income";;1;;;"true";"true";1;"NDAS";"N_C"
936;771500;771000;"Matching grants";"income";;1;;;"true";"true";1;"NDAS";"N_C"
937;771700;771000;"Tax relief other than taxes on profits";"income";;1;;;"true";"true";1;"NDAS";"N_C"
938;771800;771000;"Other extraordinary income on management operations";"income";;1;;;"true";"true";1;"NDAS";"N_C"
939;772000;77;"Products in previous years (during the year only)";"income";;1;;;"true";"true";1;"NDAS";"N_C"
940;775000;77;"Proceeds from sale of assets";"income";;1;;;"true";"true";1;"NDAS";"N_C"
941;775100;775000;"Intangible assets";"income";;1;;;"true";"true";1;"NDAS";"N_C"
942;775200;775000;"Tangible assets";"income";;1;;;"true";"true";1;"NDAS";"N_C"
943;775600;775000;"Financial assets";"income";;1;;;"true";"true";1;"NDAS";"N_C"
944;775800;775000;"Other assets";"income";;1;;;"true";"true";1;"NDAS";"N_C"
945;777000;77;"Share of investment grants transferred to income statement";"income";;1;;;"true";"true";1;"NDAS";"N_C"
946;778000;77;"Other extraordinary income";"income";;1;;;"true";"true";1;"NDAS";"N_C"
947;778100;778000;"Bonuses from indexation clauses";"income";;1;;;"true";"true";1;"NDAS";"N_C"
948;778200;778000;"Lots";"income";;1;;;"true";"true";1;"NDAS";"N_C"
949;778300;778000;"Bonuses from the repurchase by the Company of shares and bonds issued by itself";"income";;1;;;"true";"true";1;"NDAS";"N_C"
950;778800;778000;"Exceptional income";"income";;1;;;"true";"true";1;"NDAS";"N_C"
951;78;"CL7";"Reversals of depreciation, amortization and provisions";"view";;1;;;"true";"true";1;"NDAS";"N_C"
952;781000;78;"Reversals of depreciation, amortization and provisions (to be included in revenue)";"income";;1;;;"true";"true";1;"NDAS";"N_C"
953;781100;781000;"Reversal of amortization of intangible and tangible";"income";;1;;;"true";"true";1;"NDAS";"N_C"
954;781110;781100;"Intangible assets";"income";;1;;;"true";"true";1;"NDAS";"N_C"
955;781120;781100;"Tangible assets";"income";;1;;;"true";"true";1;"NDAS";"N_C"
